unique_id,level_of_study,gp,number_of_F,number_of_E,number_of_D,number_of_C,number_of_B,number_of_A,average_grade,grade_variation,delta_gp,cumulative_std_gp,previous_gp,next_gp
109509,400.0,3.6363636363636362,0.0,0.0,0.0,3.0,1.0,1.0,3.6,0.8944271909999159,-0.36363636363636376,0.8364953782934704,4.0,2.8461538461538463
109509,500.0,2.8461538461538463,0.0,1.0,1.0,2.0,1.0,0.0,2.6,1.1401754250991378,-0.79020979020979,0.7398158538968653,3.6363636363636362,2.8461538461538463
109677,100.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.4142135623730951,0.0,0.0,0.0,3.2222222222222223
109677,200.0,3.2222222222222223,0.0,1.0,0.0,1.0,2.0,1.0,3.4,1.51657508881031,2.2222222222222223,1.5713484026367723,1.0,2.0
109677,300.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,1.4142135623730951,-1.2222222222222223,1.112961422319757,3.2222222222222223,1.4000000000000001
109677,400.0,1.4000000000000001,2.0,0.0,0.0,1.0,1.0,0.0,1.75,2.06155281280883,-0.5999999999999999,0.9692175793130161,2.0,2.1764705882352944
109677,500.0,2.1764705882352944,0.0,4.0,0.0,3.0,1.0,0.0,2.125,1.246423454758225,0.7764705882352942,0.8480660516866655,1.4000000000000001,2.1764705882352944
109859,100.0,4.333333333333333,0.0,0.0,0.0,1.0,1.0,2.0,4.25,0.9574271077563381,0.0,0.0,0.0,4.0
109859,200.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,0.0,-0.33333333333333304,0.2357022603955153,4.333333333333333,4.111111111111111
109859,300.0,4.111111111111111,0.0,0.0,0.0,2.0,0.0,2.0,4.0,1.1547005383792515,0.11111111111111072,0.16972502573910483,4.0,5.0
109859,400.0,5.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,0.0,0.8888888888888893,0.4479032082388084,4.111111111111111,4.625
109859,500.0,4.625,0.0,0.0,0.0,0.0,1.0,2.0,4.666666666666667,0.5773502691896257,-0.375,0.40545089973850784,5.0,4.625
110019,100.0,4.6,0.0,0.0,0.0,0.0,1.0,1.0,4.5,0.7071067811865476,0.0,0.0,0.0,3.9999999999999996
110019,200.0,3.9999999999999996,0.0,0.0,0.0,2.0,1.0,2.0,4.0,1.0,-0.6000000000000001,0.42426406871192873,4.6,4.833333333333333
110019,300.0,4.833333333333333,0.0,0.0,0.0,0.0,1.0,2.0,4.666666666666667,0.5773502691896257,0.8333333333333335,0.42990093604784674,3.9999999999999996,5.0
110019,400.0,5.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,0.0,0.16666666666666696,0.43748015828022285,4.833333333333333,5.0
110019,500.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,0.41739935579996074,5.0,5.0
110177,100.0,2.571428571428571,1.0,0.0,0.0,1.0,1.0,0.0,2.3333333333333335,2.0816659994661326,0.0,0.0,0.0,1.7142857142857142
110177,200.0,1.7142857142857142,1.0,2.0,0.0,0.0,1.0,0.0,1.5,1.7320508075688772,-0.857142857142857,0.6060915267313264,2.571428571428571,4.166666666666666
110177,300.0,4.166666666666666,0.0,0.0,1.0,0.0,1.0,1.0,3.6666666666666665,1.5275252316519468,2.4523809523809517,1.2445649034669901,1.7142857142857142,0.7777777777777777
110177,400.0,0.7777777777777777,2.0,2.0,0.0,1.0,0.0,0.0,1.0,1.224744871391589,-3.3888888888888884,1.4396888836247408,4.166666666666666,1.0
110177,500.0,1.0,1.0,7.0,0.0,1.0,0.0,0.0,1.1111111111111112,0.7817359599705717,0.22222222222222232,1.3771202073558009,0.7777777777777777,1.0
110373,100.0,2.571428571428571,1.0,1.0,0.0,1.0,1.0,2.0,3.0,2.0976176963403033,0.0,0.0,0.0,4.142857142857142
110373,200.0,4.142857142857142,0.0,0.0,0.0,1.0,2.0,1.0,4.0,0.816496580927726,1.5714285714285712,1.1111677990074318,2.571428571428571,2.0
110373,300.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,2.5,1.2909944487358056,-2.1428571428571423,1.1096362093077183,4.142857142857142,3.7857142857142856
110373,500.0,3.7857142857142856,0.0,1.0,1.0,0.0,1.0,3.0,3.6666666666666665,1.7511900715418265,1.7857142857142856,1.0074129999066679,2.0,3.7857142857142856
110539,100.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0
110539,200.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,1.4142135623730951,0.0,0.0,3.0,2.2
110539,300.0,2.2,0.0,1.0,1.0,0.0,0.0,1.0,2.6666666666666665,2.0816659994661326,-0.7999999999999998,0.4618802153517005,3.0,4.0
110539,400.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,1.7999999999999998,0.7371114795831993,2.2,2.2
110539,500.0,2.2,0.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0,-1.7999999999999998,0.7429670248402683,4.0,2.2
110697,100.0,3.1666666666666665,0.0,1.0,0.0,1.0,2.0,1.0,3.4,1.51657508881031,0.0,0.0,0.0,3.4285714285714284
110697,200.0,3.4285714285714284,0.0,0.0,1.0,0.0,2.0,0.0,3.3333333333333335,1.1547005383792515,0.26190476190476186,0.18519463316790527,3.1666666666666665,2.5
110697,300.0,2.5,0.0,2.0,0.0,0.0,2.0,0.0,2.5,1.7320508075688772,-0.9285714285714284,0.47876289307478315,3.4285714285714284,3.625
110697,400.0,3.625,0.0,0.0,0.0,1.0,3.0,0.0,3.75,0.5,1.125,0.49071054560622696,2.5,1.75
110697,500.0,1.75,0.0,3.0,1.0,2.0,0.0,0.0,1.8333333333333333,0.983192080250175,-1.875,0.767861757092079,3.625,1.75
110857,100.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8571428571428571
110857,200.0,0.8571428571428571,3.0,0.0,0.0,2.0,0.0,0.0,1.2,1.6431676725154984,0.8571428571428571,0.6060915267313264,0.0,3.1111111111111107
110857,300.0,3.1111111111111107,0.0,0.0,1.0,2.0,1.0,0.0,3.0,0.816496580927726,2.2539682539682535,1.6069681138262994,0.8571428571428571,1.0
110857,400.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-2.1111111111111107,1.3219706691100988,3.1111111111111107,1.4545454545454546
110857,500.0,1.4545454545454546,0.0,11.0,0.0,2.0,2.0,0.0,1.6666666666666667,1.1751393027860062,0.4545454545454546,1.148797003115254,1.0,1.4545454545454546
111063,100.0,2.25,1.0,1.0,0.0,1.0,2.0,0.0,2.4,1.8165902124584947,0.0,0.0,0.0,1.75
111063,200.0,1.75,1.0,0.0,1.0,1.0,1.0,0.0,2.25,1.707825127659933,-0.5,0.3535533905932738,2.25,2.25
111063,300.0,2.25,1.0,0.0,0.0,1.0,1.0,1.0,3.0,2.160246899469287,0.5,0.28867513459481287,1.75,2.444444444444444
111063,400.0,2.444444444444444,0.0,1.0,0.0,3.0,1.0,0.0,2.8,1.0954451150103321,0.1944444444444442,0.29691053231155473,2.25,2.466666666666667
111063,500.0,2.466666666666667,0.0,3.0,0.0,2.0,1.0,0.0,2.1666666666666665,1.3291601358251257,0.022222222222222587,0.28860563036181947,2.444444444444444,2.466666666666667
111229,100.0,2.066666666666667,1.0,0.0,3.0,1.0,1.0,0.0,2.1666666666666665,1.3291601358251257,0.0,0.0,0.0,2.25
111229,200.0,2.25,0.0,1.0,1.0,1.0,1.0,0.0,2.5,1.2909944487358056,0.18333333333333313,0.12963624321753373,2.066666666666667,1.0
111229,300.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.25,0.6750171465586249,2.25,2.375
111229,400.0,2.375,0.0,1.0,2.0,0.0,0.0,1.0,2.5,1.7320508075688772,1.375,0.6281725037316138,1.0,3.153846153846154
111229,500.0,3.153846153846154,0.0,2.0,0.0,1.0,0.0,2.0,3.0,2.0,0.7788461538461542,0.7739431512164989,2.375,3.153846153846154
111397,100.0,1.1666666666666665,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.2000000000000002
111397,200.0,1.2000000000000002,1.0,1.0,0.0,1.0,0.0,0.0,1.3333333333333333,1.5275252316519468,0.03333333333333366,0.023570226039551813,1.1666666666666665,3.333333333333333
111397,300.0,3.333333333333333,0.0,1.0,0.0,1.0,0.0,1.0,3.0,2.0,2.133333333333333,1.2414149633024045,1.2000000000000002,1.5
111397,400.0,1.5,0.0,1.0,0.0,1.0,0.0,0.0,2.0,1.4142135623730951,-1.833333333333333,1.0331541063207401,3.333333333333333,2.8461538461538463
111397,500.0,2.8461538461538463,0.0,2.0,1.0,1.0,1.0,1.0,2.6666666666666665,1.632993161855452,1.3461538461538463,1.0096747642285868,1.5,2.8461538461538463
111579,100.0,2.888888888888889,0.0,0.0,1.0,2.0,1.0,0.0,3.0,0.816496580927726,0.0,0.0,0.0,3.3333333333333335
111579,200.0,3.3333333333333335,0.0,2.0,0.0,0.0,2.0,2.0,3.3333333333333335,1.8618986725025255,0.44444444444444464,0.3142696805273546,2.888888888888889,4.0
111579,300.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.6666666666666665,0.5592469952052407,3.3333333333333335,3.0
111579,400.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,-1.0,0.5,4.0,1.5
111579,500.0,1.5,0.0,3.0,3.0,0.0,0.0,0.0,1.5,0.5477225575051661,-1.5,0.9162456945817022,3.0,1.5
111739,100.0,3.7272727272727275,0.0,0.0,0.0,2.0,3.0,1.0,3.8333333333333335,0.752772652709081,0.0,0.0,0.0,3.0
111739,200.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,-0.7272727272727275,0.5142594772265802,3.7272727272727275,3.9999999999999996
111739,300.0,3.9999999999999996,0.0,0.0,0.0,1.0,1.0,1.0,4.0,1.0,0.9999999999999996,0.5169309730070295,3.0,3.0
111739,400.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,-0.9999999999999996,0.5109004636390109,3.9999999999999996,2.6923076923076925
111739,500.0,2.6923076923076925,0.0,1.0,1.0,2.0,1.0,0.0,2.6,1.140175425099138,-0.3076923076923075,0.5523944384487646,3.0,2.6923076923076925
111903,100.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,3.0
111903,200.0,3.0,0.0,0.0,2.0,0.0,0.0,1.0,3.0,1.7320508075688772,-2.0,1.4142135623730951,5.0,4.7142857142857135
111903,300.0,4.7142857142857135,0.0,0.0,0.0,0.0,1.0,3.0,4.75,0.4999999999999999,1.7142857142857135,1.0816968277714805,3.0,5.0
111903,400.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.2857142857142865,0.9618576131773405,4.7142857142857135,4.615384615384616
111903,500.0,4.615384615384616,0.0,0.0,0.0,0.0,2.0,3.0,4.6,0.5477225575051663,-0.38461538461538414,0.8371722548997115,5.0,4.615384615384616
112061,100.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,2.5,3.5355339059327378,0.0,0.0,0.0,1.3333333333333333
112061,200.0,1.3333333333333333,0.0,2.0,1.0,0.0,0.0,0.0,1.3333333333333333,0.5773502691896257,-0.6666666666666667,0.4714045207910317,2.0,1.9166666666666665
112061,300.0,1.9166666666666665,1.0,0.0,4.0,2.0,0.0,0.0,2.0,1.0,0.5833333333333333,0.36324157862838946,1.3333333333333333,0.5
112061,400.0,0.5,1.0,1.0,0.0,0.0,0.0,0.0,0.5,0.7071067811865476,-1.4166666666666665,0.6918005225229038,1.9166666666666665,1.0952380952380951
112061,500.0,1.0952380952380951,1.0,6.0,1.0,0.0,0.0,0.0,1.0,0.5345224838248488,0.5952380952380951,0.6183604244390738,0.5,1.0952380952380951
112255,100.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,2.8284271247461903,0.0,0.0,0.0,3.6666666666666665
112255,200.0,3.6666666666666665,0.0,0.0,1.0,0.0,1.0,1.0,3.6666666666666665,1.5275252316519468,0.6666666666666665,0.47140452079103173,3.0,4.0
112255,300.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.3333333333333335,0.5091750772173157,3.6666666666666665,1.8000000000000003
112255,400.0,1.8000000000000003,0.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0,-2.1999999999999997,0.9712534856222309,4.0,3.5
112255,500.0,3.5,0.0,0.0,0.0,1.0,1.0,0.0,3.5,0.7071067811865476,1.6999999999999997,0.8584223254837264,1.8000000000000003,3.5
112415,100.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,4.285714285714286
112415,200.0,4.285714285714286,0.0,0.0,0.0,1.0,2.0,2.0,4.2,0.8366600265340756,1.2857142857142856,0.9091372900969895,3.0,3.428571428571428
112415,300.0,3.428571428571428,0.0,1.0,0.0,0.0,1.0,1.0,3.3333333333333335,2.0816659994661326,-0.8571428571428577,0.6546536707079771,4.285714285714286,4.333333333333333
112415,400.0,4.333333333333333,0.0,0.0,0.0,0.0,3.0,1.0,4.25,0.5,0.9047619047619051,0.6563832739090582,3.428571428571428,3.6666666666666665
112415,500.0,3.6666666666666665,0.0,1.0,0.0,0.0,0.0,1.0,3.0,2.8284271247461903,-0.6666666666666665,0.570037990538873,4.333333333333333,3.6666666666666665
112573,100.0,2.0,0.0,2.0,1.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.1
112573,200.0,1.1,2.0,0.0,0.0,2.0,0.0,1.0,2.2,2.16794833886788,-0.8999999999999999,0.6363961030678927,2.0,5.0
112573,300.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,3.9,2.0420577856662137,1.1,1.5
112573,400.0,1.5,0.0,3.0,1.0,0.0,1.0,0.0,1.8,1.3038404810405297,-3.5,1.772004514666935,5.0,2.0454545454545454
112573,500.0,2.0454545454545454,1.0,4.0,1.0,0.0,1.0,1.0,1.875,1.7268882005337975,0.5454545454545454,1.542770396354483,1.5,2.0454545454545454
112757,100.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,2.25
112757,200.0,2.25,1.0,1.0,0.0,1.0,0.0,1.0,2.25,2.217355782608345,-1.75,1.2374368670764582,4.0,2.333333333333333
112757,300.0,2.333333333333333,1.0,0.0,1.0,0.0,0.0,1.0,2.3333333333333335,2.516611478423583,0.08333333333333304,0.9871864246620479,2.25,0.0
112757,400.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.333333333333333,1.642005041269836,2.333333333333333,2.1666666666666665
112757,500.0,2.1666666666666665,0.0,3.0,2.0,0.0,0.0,1.0,2.0,1.5491933384829668,2.1666666666666665,1.4220486005134363,0.0,2.1666666666666665
112941,100.0,0.5714285714285714,1.0,2.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.5773502691896258,0.0,0.0,0.0,3.5
112941,200.0,3.5,0.0,0.0,0.0,1.0,0.0,1.0,4.0,1.4142135623730951,2.928571428571429,2.0708127163320325,0.5714285714285714,3.0
112941,300.0,3.0,0.0,1.0,2.0,0.0,0.0,2.0,3.0,1.8708286933869707,-0.5,1.5665508713900937,3.5,2.0
112941,400.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,-1.0,1.291488357233912,3.0,1.5714285714285714
112941,500.0,1.5714285714285714,0.0,2.0,0.0,1.0,0.0,0.0,1.6666666666666667,1.1547005383792517,-0.4285714285714286,1.1610164441873636,2.0,1.5714285714285714
113107,100.0,3.0,0.0,0.0,1.0,1.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,3.5
113107,200.0,3.5,0.0,1.0,0.0,1.0,1.0,2.0,3.6,1.6733200530681511,0.5,0.3535533905932738,3.0,4.375
113107,300.0,4.375,0.0,0.0,0.0,0.0,2.0,1.0,4.333333333333333,0.5773502691896258,0.875,0.6959705453537527,3.5,1.0
113107,400.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-3.375,1.430235266194575,4.375,2.0
113107,500.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,1.312202347201071,1.0,2.0
113275,100.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2.5
113275,200.0,2.5,0.0,1.0,0.0,2.0,1.0,0.0,2.75,1.2583057392117918,-0.5,0.3535533905932738,3.0,2.4
113275,300.0,2.4,1.0,1.0,0.0,2.0,2.0,0.0,2.5,1.6431676725154984,-0.10000000000000009,0.3214550253664319,2.5,2.1
113275,400.0,2.1,0.0,2.0,1.0,1.0,1.0,0.0,2.2,1.3038404810405297,-0.2999999999999998,0.3741657386773941,2.4,1.3333333333333333
113275,500.0,1.3333333333333333,1.0,3.0,0.0,0.0,1.0,0.0,1.4,1.51657508881031,-0.7666666666666668,0.6141841924229426,2.1,1.3333333333333333
113461,100.0,2.5555555555555554,2.0,0.0,0.0,0.0,1.0,1.0,2.25,2.6299556396765835,0.0,0.0,0.0,1.6666666666666665
113461,200.0,1.6666666666666665,0.0,1.0,0.0,1.0,0.0,0.0,2.0,1.4142135623730951,-0.8888888888888888,0.6285393610547088,2.5555555555555554,1.0
113461,300.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.6666666666666665,0.78041879650761,1.6666666666666665,3.8
113461,400.0,3.8,0.0,0.0,0.0,1.0,2.0,0.0,3.6666666666666665,0.5773502691896258,2.8,1.21085624229558,1.0,2.074074074074074
113461,500.0,2.074074074074074,0.0,7.0,1.0,1.0,2.0,1.0,2.0833333333333335,1.5050420310248867,-1.7259259259259259,1.051768384794757,3.8,2.074074074074074
113651,100.0,5.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,0.0,0.0,0.0,0.0,2.5
113651,200.0,2.5,2.0,0.0,0.0,0.0,0.0,2.0,2.5,2.886751345948129,-2.5,1.7677669529663689,5.0,3.1666666666666665
113651,300.0,3.1666666666666665,0.0,0.0,0.0,2.0,1.0,0.0,3.3333333333333335,0.5773502691896258,0.6666666666666665,1.2945755775256715,2.5,2.5
113651,400.0,2.5,1.0,0.0,0.0,1.0,1.0,0.0,2.3333333333333335,2.0816659994661326,-0.6666666666666665,1.181453906563152,3.1666666666666665,2.333333333333333
113651,500.0,2.333333333333333,0.0,1.0,0.0,2.0,0.0,0.0,2.3333333333333335,1.1547005383792515,-0.16666666666666696,1.1093040861529158,2.5,2.333333333333333
113819,100.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.7142857142857144
113819,200.0,3.7142857142857144,0.0,0.0,0.0,1.0,3.0,0.0,3.75,0.5,0.7142857142857144,0.5050762722761055,3.0,3.4545454545454546
113819,300.0,3.4545454545454546,0.0,0.0,0.0,2.0,2.0,0.0,3.5,0.5773502691896257,-0.2597402597402598,0.361543140443508,3.7142857142857144,1.5
113819,400.0,1.5,0.0,2.0,0.0,0.0,1.0,0.0,2.0,1.7320508075688772,-1.9545454545454546,0.9898480444317627,3.4545454545454546,1.3529411764705883
113819,500.0,1.3529411764705883,1.0,3.0,1.0,1.0,0.0,0.0,1.3333333333333333,1.0327955589886444,-0.1470588235294117,1.1064517035646082,1.5,1.3529411764705883
113985,100.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.375
113985,200.0,3.375,0.0,0.0,2.0,0.0,1.0,1.0,3.25,1.5000000000000002,2.375,1.6793786053180504,1.0,3.5625
113985,300.0,3.5625,0.0,0.0,1.0,2.0,2.0,1.0,3.5,1.0488088481701514,0.1875,1.428413309701829,3.375,4.0
113985,400.0,4.0,0.0,0.0,0.0,1.0,0.0,1.0,4.0,1.4142135623730951,0.4375,1.3485862582101795,3.5625,3.1666666666666665
113985,500.0,3.1666666666666665,0.0,1.0,1.0,0.0,2.0,1.0,3.2,1.6431676725154984,-0.8333333333333335,1.1707517765189264,4.0,3.1666666666666665
114153,100.0,5.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,0.0,0.0,0.0,0.0,3.25
114153,200.0,3.25,0.0,0.0,1.0,1.0,3.0,0.0,3.4,0.8944271909999159,-1.75,1.2374368670764582,5.0,3.0
114153,300.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,-0.25,1.0897247358851685,3.25,1.75
114153,400.0,1.75,0.0,1.0,0.0,0.0,1.0,0.0,2.5,2.1213203435596424,-1.25,1.3385315336840842,3.0,1.0
114153,500.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.75,1.535008143300875,1.75,1.0
114313,100.0,2.6666666666666665,0.0,1.0,1.0,1.0,1.0,0.0,2.5,1.2909944487358056,0.0,0.0,0.0,4.0
114313,200.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,1.3333333333333335,0.9428090415820637,2.6666666666666665,3.5
114313,300.0,3.5,0.0,0.0,0.0,1.0,0.0,1.0,4.0,1.4142135623730951,-0.5,0.6735753140545636,4.0,3.2105263157894735
114313,400.0,3.2105263157894735,0.0,1.0,2.0,1.0,2.0,0.0,2.857142857142857,1.2149857925879117,-0.28947368421052655,0.5571556673615825,3.5,1.0
114313,500.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-2.2105263157894735,1.154107309192978,3.2105263157894735,1.0
114473,100.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.142857142857143
114473,200.0,2.142857142857143,0.0,1.0,2.0,1.0,0.0,0.0,2.0,0.816496580927726,1.1428571428571428,0.8081220356417685,1.0,0.6000000000000001
114473,300.0,0.6000000000000001,2.0,1.0,1.0,0.0,0.0,0.0,0.75,0.9574271077563382,-1.5428571428571427,0.8006799831231886,2.142857142857143,3.1666666666666665
114473,400.0,3.1666666666666665,0.0,0.0,1.0,1.0,1.0,0.0,3.0,1.0,2.5666666666666664,1.1610677117603938,0.6000000000000001,2.3333333333333335
114473,500.0,2.3333333333333335,1.0,1.0,2.0,0.0,0.0,1.0,2.0,1.8708286933869707,-0.833333333333333,1.0413905756562998,3.1666666666666665,2.3333333333333335
114657,100.0,3.5,0.0,0.0,1.0,0.0,2.0,0.0,3.3333333333333335,1.1547005383792517,0.0,0.0,0.0,4.142857142857142
114657,200.0,4.142857142857142,0.0,0.0,1.0,0.0,0.0,3.0,4.25,1.5,0.6428571428571423,0.4545686450484945,3.5,4.2
114657,300.0,4.2,0.0,0.0,0.0,1.0,1.0,1.0,4.0,1.0,0.05714285714285783,0.3887009588027146,4.142857142857142,3.5454545454545454
114657,400.0,3.5454545454545454,0.0,1.0,0.0,1.0,0.0,3.0,3.8,1.7888543819998317,-0.6545454545454548,0.3757122506427916,4.2,1.9333333333333336
114657,500.0,1.9333333333333336,0.0,2.0,2.0,2.0,0.0,0.0,2.0,0.8944271909999159,-1.6121212121212118,0.9156164271419243,3.5454545454545454,1.9333333333333336
114817,100.0,4.5,0.0,0.0,0.0,0.0,1.0,1.0,4.5,0.7071067811865476,0.0,0.0,0.0,4.0
114817,200.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,-0.5,0.3535533905932738,4.5,1.5
114817,300.0,1.5,0.0,1.0,1.0,0.0,0.0,0.0,1.5,0.7071067811865476,-2.5,1.6072751268321592,4.0,1.8333333333333333
114817,400.0,1.8333333333333333,0.0,2.0,0.0,1.0,1.0,0.0,2.25,1.5,0.33333333333333326,1.511529762268088,1.5,2.357142857142857
114817,500.0,2.357142857142857,0.0,3.0,0.0,1.0,2.0,0.0,2.3333333333333335,1.5055453054181622,0.523809523809524,1.336348631308123,1.8333333333333333,2.357142857142857
114983,100.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.1666666666666665
114983,200.0,2.1666666666666665,0.0,3.0,0.0,2.0,1.0,0.0,2.1666666666666665,1.3291601358251257,1.1666666666666665,0.8249579113843053,1.0,2.333333333333333
114983,300.0,2.333333333333333,1.0,0.0,1.0,0.0,0.0,1.0,2.3333333333333335,2.516611478423583,0.16666666666666652,0.7264831572567788,2.1666666666666665,1.5
114983,400.0,1.5,0.0,2.0,1.0,1.0,0.0,0.0,1.75,0.9574271077563382,-0.833333333333333,0.6161409170227453,2.333333333333333,1.3
114983,500.0,1.3,1.0,1.0,2.0,0.0,0.0,0.0,1.25,0.9574271077563382,-0.19999999999999996,0.5702825810264786,1.5,1.3
115155,100.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.25
115155,200.0,3.25,0.0,0.0,0.0,1.0,1.0,0.0,3.5,0.7071067811865476,2.25,1.590990257669732,1.0,3.6666666666666665
115155,300.0,3.6666666666666665,0.0,0.0,0.0,2.0,0.0,1.0,3.6666666666666665,1.1547005383792517,0.4166666666666665,1.4345279259639285,3.25,1.5454545454545454
115155,500.0,1.5454545454545454,0.0,3.0,0.0,1.0,0.0,0.0,1.5,1.0,-2.121212121212121,1.2925994143961759,3.6666666666666665,1.5454545454545454
115327,100.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.6666666666666665
115327,200.0,2.6666666666666665,1.0,0.0,0.0,1.0,0.0,1.0,2.6666666666666665,2.5166114784235836,1.6666666666666665,1.178511301977579,1.0,3.25
115327,300.0,3.25,0.0,1.0,0.0,0.0,1.0,0.0,2.5,2.1213203435596424,0.5833333333333335,1.1676583087213168,2.6666666666666665,2.555555555555556
115327,400.0,2.555555555555556,0.0,1.0,2.0,1.0,0.0,1.0,2.6,1.51657508881031,-0.6944444444444442,0.9615485517039432,3.25,1.5
115327,500.0,1.5,0.0,3.0,0.0,1.0,0.0,0.0,1.5,1.0,-1.0555555555555558,0.918768633807846,2.555555555555556,1.5
115497,100.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,2.8284271247461903,0.0,0.0,0.0,3.625
115497,200.0,3.625,0.0,0.0,0.0,2.0,2.0,0.0,3.5,0.5773502691896257,1.625,1.1490485194281397,2.0,2.0
115497,300.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,2.6666666666666665,1.5275252316519468,-1.625,0.9381941874331419,3.625,1.6
115497,400.0,1.6,1.0,0.0,0.0,0.0,1.0,0.0,2.0,2.8284271247461903,-0.3999999999999999,0.8991604880850432,2.0,3.5
115497,500.0,3.5,0.0,0.0,0.0,1.0,1.0,0.0,3.5,0.7071067811865476,1.9,0.9441265804964925,1.6,3.5
115851,100.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.6666666666666665
115851,200.0,3.6666666666666665,0.0,0.0,0.0,1.0,2.0,0.0,3.6666666666666665,0.5773502691896257,0.6666666666666665,0.47140452079103173,3.0,4.4
115851,300.0,4.4,0.0,0.0,0.0,0.0,1.0,1.0,4.5,0.7071067811865476,0.7333333333333338,0.7002645002928328,3.6666666666666665,3.909090909090909
115851,400.0,3.909090909090909,0.0,0.0,0.0,2.0,1.0,2.0,4.0,0.8944271909999159,-0.4909090909090912,0.5822678186815554,4.4,4.0
115851,500.0,4.0,0.0,0.0,0.0,1.0,0.0,1.0,4.0,1.4142135623730951,0.09090909090909083,0.5170979271853229,3.909090909090909,4.0
116009,100.0,3.6,0.0,0.0,0.0,1.0,1.0,0.0,3.5,0.7071067811865476,0.0,0.0,0.0,3.571428571428571
116009,200.0,3.571428571428571,0.0,0.0,0.0,2.0,0.0,1.0,3.6666666666666665,1.1547005383792515,-0.028571428571428914,0.0202030508910443,3.6,2.9166666666666665
